ts,vrms,irms,preal,s,q,fp,kwh
2026-06-10T22:21:31,127.87,1.8307,192.38,234.08,-133.37,0.8218,0.158539
2026-06-10T22:21:31,122.74,4.9376,589.74,606.07,139.73,0.9731,0.158552
2026-06-10T22:21:32,127.66,1.8371,197.38,234.53,-126.66,0.8416,0.158603
2026-06-10T22:21:32,122.62,4.9135,575.29,602.49,179.0,0.9548,0.158616
2026-06-10T22:21:32,127.53,1.8196,194.45,232.04,-126.62,0.838,0.158669
2026-06-10T22:21:32,122.6,4.8925,495.79,599.84,337.64,0.8265,0.15868
2026-06-10T22:21:33,127.74,1.8332,195.47,234.17,-128.95,0.8347,0.158734
2026-06-10T22:21:33,122.28,4.8787,570.23,596.59,175.36,0.9558,0.158746
2026-06-10T22:21:34,127.59,1.8182,194.82,231.98,-125.94,0.8398,0.158801
2026-06-10T22:21:34,123.11,5.0046,512.42,616.13,342.11,0.8317,0.158812
2026-06-10T22:21:34,127.73,1.8311,193.01,233.9,-132.11,0.8252,0.158865
2026-06-10T22:21:34,123.18,4.8203,567.78,593.78,173.8,0.9562,0.158878
2026-06-10T22:21:35,127.67,1.8239,198.56,232.86,-121.64,0.8527,0.158933
2026-06-10T22:21:35,123.24,5.1448,593.69,634.06,222.63,0.9363,0.158946
2026-06-10T22:21:35,127.82,1.8285,193.99,233.72,-130.36,0.83,0.159003
2026-06-10T22:21:35,123.08,5.2905,576.25,651.13,303.16,0.885,0.159015
2026-06-10T22:21:36,127.5,1.835,195.77,233.97,-128.13,0.8367,0.159069
2026-06-10T22:21:36,123.44,4.8985,499.64,604.69,340.6,0.8263,0.15908
2026-06-10T22:21:36,127.59,1.8438,207.19,235.25,-111.43,0.8807,0.159134
2026-06-10T22:21:36,123.62,4.7779,516.23,590.65,287.02,0.874,0.159146
2026-06-10T22:21:37,127.75,1.9271,205.73,246.18,-135.2,0.8357,0.159199
2026-06-10T22:21:37,123.16,4.7838,567.71,589.16,157.55,0.9636,0.159211
2026-06-10T22:21:37,127.65,1.8984,208.03,242.33,-124.28,0.8585,0.159268
2026-06-10T22:21:38,123.42,5.0723,544.7,626.01,308.51,0.8701,0.15928
2026-06-10T22:21:38,127.76,1.905,203.43,243.39,-133.64,0.8358,0.159334
2026-06-10T22:21:38,122.93,5.0086,586.9,615.71,186.13,0.9532,0.159347
2026-06-10T22:21:39,127.54,1.9132,209.52,244.0,-125.06,0.8587,0.1594
2026-06-10T22:21:39,123.68,4.8567,497.87,600.68,336.06,0.8288,0.159412
2026-06-10T22:21:39,127.75,1.9103,206.71,244.03,-129.7,0.8471,0.159467
2026-06-10T22:21:39,123.09,4.9452,562.26,608.71,233.21,0.9237,0.15948
2026-06-10T22:21:40,127.71,1.9428,206.96,248.12,-136.87,0.8341,0.159533
2026-06-10T22:21:40,123.19,4.7925,562.37,590.4,179.75,0.9525,0.159545
2026-06-10T22:21:40,127.72,1.8996,206.56,242.62,-127.27,0.8514,0.159597
2026-06-10T22:21:40,123.63,4.7089,530.33,582.18,240.18,0.9109,0.159609
2026-06-10T22:21:41,127.7,1.9021,201.8,242.88,-135.16,0.8309,0.159664
2026-06-10T22:21:41,123.69,4.8511,493.06,600.02,341.94,0.8217,0.159675
2026-06-10T22:21:41,127.68,1.9019,210.11,242.83,-121.75,0.8652,0.159729
2026-06-10T22:21:41,123.13,4.7589,567.11,585.98,147.48,0.9678,0.159741
2026-06-10T22:21:42,127.71,1.9036,203.99,243.12,-132.26,0.8391,0.159794
2026-06-10T22:21:42,123.38,4.7248,515.27,582.97,272.66,0.8839,0.159805
2026-06-10T22:21:43,127.57,1.938,207.64,247.23,-134.21,0.8398,0.15986
2026-06-10T22:21:43,123.9,4.8178,499.21,596.92,327.27,0.8363,0.159871
2026-06-10T22:21:43,127.79,1.9004,206.47,242.86,-127.87,0.8502,0.159926
2026-06-10T22:21:43,123.08,4.8993,566.28,603.02,207.26,0.9391,0.159939
2026-06-10T22:21:44,127.82,1.9146,203.34,244.71,-136.16,0.8309,0.15999
2026-06-10T22:21:44,123.09,4.7785,585.06,588.19,60.58,0.9947,0.160003
2026-06-10T22:21:44,127.65,1.895,207.43,241.89,-124.44,0.8575,0.160058
2026-06-10T22:21:44,123.49,4.9961,524.65,616.96,324.63,0.8504,0.16007
2026-06-10T22:21:45,127.8,1.9065,203.63,243.65,-133.8,0.8357,0.160126
2026-06-10T22:21:45,123.04,5.1043,584.71,628.06,229.27,0.931,0.160139
2026-06-10T22:21:45,127.76,1.932,209.05,246.82,-131.22,0.847,0.160192
2026-06-10T22:21:45,123.34,4.9707,587.84,613.08,174.1,0.9588,0.160205
2026-06-10T22:21:46,127.7,1.9063,205.02,243.45,-131.27,0.8422,0.160261
2026-06-10T22:21:46,123.72,5.0025,514.85,618.9,343.45,0.8319,0.160272
2026-06-10T22:21:46,128.13,1.9124,202.72,245.05,-137.67,0.8273,0.160328
2026-06-10T22:21:46,124.0,4.9772,576.37,617.16,220.65,0.9339,0.16034
2026-06-10T22:21:47,127.92,1.8916,208.97,241.97,-122.0,0.8636,0.160397
2026-06-10T22:21:47,123.16,5.1767,589.03,637.56,243.97,0.9239,0.16041
2026-06-10T22:21:48,127.91,1.9159,202.22,245.05,-138.41,0.8252,0.160463
2026-06-10T22:21:48,123.67,4.9455,554.97,611.63,257.08,0.9074,0.160476
2026-06-10T22:21:48,127.65,1.9067,207.62,243.4,-127.04,0.853,0.16053
2026-06-10T22:21:48,123.58,4.8264,499.01,596.44,326.69,0.8367,0.160541
2026-06-10T22:21:49,127.82,1.8975,203.33,242.55,-132.25,0.8383,0.160596
2026-06-10T22:21:49,123.23,4.8393,560.51,596.35,203.6,0.9399,0.160608
2026-06-10T22:21:49,127.71,1.8998,203.24,242.63,-132.54,0.8376,0.160664
2026-06-10T22:21:49,123.95,4.8853,492.72,605.56,352.04,0.8137,0.160675
2026-06-10T22:21:50,127.78,1.8835,205.45,240.68,-125.37,0.8536,0.160729
2026-06-10T22:21:50,123.91,4.6605,494.78,577.49,297.8,0.8568,0.16074
2026-06-10T22:21:50,127.84,1.9152,202.76,244.83,-137.22,0.8282,0.160793
2026-06-10T22:21:50,123.4,4.7001,558.17,579.98,157.58,0.9624,0.160805
2026-06-10T22:21:51,127.77,1.9064,209.73,243.58,-123.88,0.861,0.160858
2026-06-10T22:21:51,123.69,4.7093,508.22,582.49,284.62,0.8725,0.160869
2026-06-10T22:21:52,127.88,1.9158,203.16,244.99,-136.92,0.8293,0.160925
2026-06-10T22:21:52,123.7,4.9336,560.55,610.28,241.31,0.9185,0.160937
2026-06-10T22:21:52,127.73,1.9124,204.15,244.27,-134.12,0.8358,0.160993
2026-06-10T22:21:52,123.59,4.9288,501.81,609.16,345.35,0.8238,0.161004
2026-06-10T22:21:53,127.81,1.8891,204.98,241.44,-127.57,0.849,0.161057
2026-06-10T22:21:53,123.32,4.6951,558.53,578.98,152.52,0.9647,0.161069
2026-06-10T22:21:53,127.8,1.9099,203.56,244.09,-134.7,0.834,0.161122
2026-06-10T22:21:53,123.49,4.7391,525.52,585.23,257.53,0.898,0.161134
2026-06-10T22:21:54,127.72,1.8924,206.67,241.7,-125.33,0.8551,0.161187
2026-06-10T22:21:54,123.64,4.6746,496.72,577.95,295.45,0.8595,0.161198
2026-06-10T22:21:54,127.92,1.905,202.22,243.69,-135.98,0.8298,0.161254
2026-06-10T22:21:54,123.67,4.9761,561.79,615.37,251.15,0.9129,0.161267
2026-06-10T22:21:55,127.95,1.9072,204.19,244.03,-133.63,0.8367,0.161318
2026-06-10T22:21:55,123.58,4.7098,560.82,582.03,155.69,0.9636,0.161331
2026-06-10T22:21:55,127.71,1.8893,202.74,241.27,-130.8,0.8403,0.161385
2026-06-10T22:21:56,123.73,4.8107,491.13,595.22,336.28,0.8251,0.161396
2026-06-10T22:21:56,127.9,1.9095,204.22,244.23,-133.93,0.8362,0.16145
2026-06-10T22:21:56,123.37,4.8156,567.82,594.1,174.73,0.9558,0.161463
2026-06-10T22:21:57,127.62,1.8811,204.43,240.07,-125.87,0.8515,0.161518
2026-06-10T22:21:57,123.86,4.9484,520.63,612.88,323.38,0.8495,0.16153
2026-06-10T22:21:57,127.81,1.9028,203.56,243.2,-133.08,0.837,0.161582
2026-06-10T22:21:57,123.3,4.7029,559.86,579.86,150.97,0.9655,0.161595
2026-06-10T22:21:58,127.69,1.9056,204.83,243.34,-131.37,0.8417,0.16165
2026-06-10T22:21:58,123.62,4.8912,492.09,604.63,351.33,0.8139,0.161661
2026-06-10T22:21:58,127.85,1.8987,202.24,242.74,-134.24,0.8332,0.161715
2026-06-10T22:21:58,123.61,4.7828,561.42,591.2,185.27,0.9496,0.161728
2026-06-10T22:21:59,127.78,1.9111,203.19,244.2,-135.45,0.8321,0.161784
2026-06-10T22:21:59,123.31,5.0236,562.67,619.47,259.12,0.9083,0.161796
2026-06-10T22:21:59,127.64,1.8808,203.28,240.06,-127.69,0.8468,0.161849
2026-06-10T22:21:59,123.71,4.7399,490.16,586.35,321.79,0.836,0.16186
2026-06-10T22:22:00,127.79,1.9175,203.69,245.05,-136.23,0.8312,0.161916
2026-06-10T22:22:00,123.78,4.8793,533.75,603.93,282.56,0.8838,0.161928
2026-06-10T22:22:01,127.82,1.9141,209.05,244.66,-127.12,0.8544,0.16198
2026-06-10T22:22:01,123.49,4.7319,570.15,584.34,128.0,0.9757,0.161993
2026-06-10T22:22:01,127.85,1.9182,203.3,245.24,-137.16,0.829,0.162049
2026-06-10T22:22:01,123.23,5.0482,567.77,622.08,254.21,0.9127,0.162062
2026-06-10T22:22:02,127.86,1.9084,204.75,244.01,-132.73,0.8391,0.162113
2026-06-10T22:22:02,123.42,4.7134,557.85,581.72,164.93,0.959,0.162126
2026-06-10T22:22:02,127.77,1.8808,202.57,240.32,-129.3,0.8429,0.162178
2026-06-10T22:22:02,123.42,4.7958,542.69,591.89,236.27,0.9169,0.16219
2026-06-10T22:22:03,127.89,1.9195,204.29,245.48,-136.1,0.8322,0.162246
2026-06-10T22:22:03,123.27,4.9919,558.43,615.33,258.43,0.9075,0.162259
2026-06-10T22:22:03,127.79,1.9148,209.81,244.7,-125.93,0.8574,0.162315
2026-06-10T22:22:03,123.77,4.9758,535.64,615.84,303.89,0.8698,0.162327
2026-06-10T22:22:04,127.89,1.929,202.44,246.69,-140.98,0.8206,0.16238
2026-06-10T22:22:04,123.57,4.7762,559.88,590.19,186.7,0.9486,0.162392
2026-06-10T22:22:04,127.77,1.9126,207.97,244.37,-128.32,0.851,0.162448
2026-06-10T22:22:04,123.29,5.0524,564.05,622.91,264.31,0.9055,0.162461
2026-06-10T22:22:05,127.82,1.8923,203.25,241.88,-131.13,0.8403,0.162512
2026-06-10T22:22:05,123.25,4.7087,568.24,580.33,117.87,0.9792,0.162525
2026-06-10T22:22:06,127.83,1.9056,204.61,243.59,-132.18,0.84,0.162576
2026-06-10T22:22:06,123.63,4.7146,562.6,582.86,152.33,0.9652,0.162588
2026-06-10T22:22:06,127.64,1.902,208.59,242.78,-124.22,0.8592,0.162644
2026-06-10T22:22:06,123.5,4.8787,499.56,602.52,336.86,0.8291,0.162655
2026-06-10T22:22:07,127.8,1.9223,203.72,245.67,-137.3,0.8292,0.162709
2026-06-10T22:22:07,123.19,4.8334,558.76,595.41,205.65,0.9385,0.162722
2026-06-10T22:22:07,127.73,1.9091,209.73,243.86,-124.42,0.86,0.162777
2026-06-10T22:22:07,123.83,4.8841,499.76,604.8,340.62,0.8263,0.162788
2026-06-10T22:22:08,127.73,1.8968,201.75,242.28,-134.15,0.8327,0.16284
2026-06-10T22:22:08,123.81,4.5288,490.99,560.71,270.78,0.8757,0.16285
2026-06-10T22:22:08,127.48,1.8912,209.0,241.1,-120.2,0.8669,0.162905
2026-06-10T22:22:08,123.58,4.712,498.56,582.29,300.84,0.8562,0.162916
2026-06-10T22:22:09,127.7,1.9031,208.19,243.04,-125.4,0.8566,0.162968
2026-06-10T22:22:09,123.55,4.7039,567.77,581.18,124.11,0.9769,0.162981
2026-06-10T22:22:10,127.8,1.9115,204.78,244.28,-133.19,0.8383,0.163032
2026-06-10T22:22:10,123.91,4.731,566.95,586.22,149.06,0.9671,0.163045
2026-06-10T22:22:10,127.65,1.9057,209.83,243.27,-123.09,0.8625,0.163101
2026-06-10T22:22:10,123.78,4.9489,524.66,612.59,316.22,0.8565,0.163112
2026-06-10T22:22:11,127.73,1.9046,203.86,243.27,-132.75,0.838,0.163165
2026-06-10T22:22:11,123.57,4.7309,558.96,584.61,171.29,0.9561,0.163177
2026-06-10T22:22:11,127.59,1.866,197.18,238.07,-133.42,0.8282,0.163233
2026-06-10T22:22:11,123.92,4.9162,496.96,609.2,352.36,0.8158,0.163244
2026-06-10T22:22:12,127.75,1.8168,195.81,232.1,-124.63,0.8436,0.163295
2026-06-10T22:22:12,123.46,4.6848,564.61,578.37,125.42,0.9762,0.163308
2026-06-10T22:22:12,127.62,1.8321,192.83,233.82,-132.24,0.8247,0.16336
2026-06-10T22:22:12,124.23,4.7196,497.47,586.31,310.3,0.8485,0.163371
2026-06-10T22:22:13,127.74,1.8102,196.94,231.23,-121.16,0.8517,0.163425
2026-06-10T22:22:13,123.87,4.8764,558.13,604.05,231.02,0.924,0.163438
2026-06-10T22:22:13,127.76,1.827,191.9,233.43,-132.89,0.8221,0.163489
2026-06-10T22:22:13,123.6,4.7746,563.03,590.12,176.72,0.9541,0.163502
2026-06-10T22:22:14,127.6,1.8227,197.5,232.58,-122.84,0.8491,0.163555
2026-06-10T22:22:14,123.84,4.8079,501.93,595.42,320.28,0.843,0.163566
2026-06-10T22:22:15,127.85,1.8171,194.15,232.32,-127.59,0.8357,0.163619
2026-06-10T22:22:15,123.87,4.7997,559.58,594.54,200.88,0.9412,0.163632
2026-06-10T22:22:15,127.73,1.8326,195.54,234.09,-128.7,0.8353,0.163683
2026-06-10T22:22:15,123.5,4.7729,569.3,589.46,152.85,0.9658,0.163696
2026-06-10T22:22:16,127.73,1.8229,198.51,232.85,-121.72,0.8525,0.163746
2026-06-10T22:22:16,123.42,4.7092,568.04,581.22,123.11,0.9773,0.163759
2026-06-10T22:22:16,127.63,1.8403,192.5,234.88,-134.58,0.8196,0.163812
2026-06-10T22:22:16,124.09,4.8358,496.49,600.07,337.02,0.8274,0.163823
2026-06-10T22:22:17,127.6,1.8782,209.08,239.66,-117.15,0.8724,0.163877
2026-06-10T22:22:17,123.53,4.8112,568.85,594.33,172.13,0.9571,0.16389
2026-06-10T22:22:17,127.66,1.8996,204.69,242.5,-130.03,0.8441,0.163944
2026-06-10T22:22:17,124.14,4.8288,495.12,599.45,337.94,0.8259,0.163955
2026-06-10T22:22:18,127.62,1.9122,207.19,244.04,-128.94,0.849,0.16401
2026-06-10T22:22:18,123.54,4.8171,566.62,595.11,181.93,0.9521,0.164023
2026-06-10T22:22:18,127.64,1.8986,208.08,242.34,-124.23,0.8586,0.164078
2026-06-10T22:22:19,123.6,5.017,556.17,620.13,274.28,0.8969,0.164091
2026-06-10T22:22:19,127.69,1.9236,204.38,245.63,-136.23,0.8321,0.164144
2026-06-10T22:22:19,123.43,4.8149,574.12,594.3,153.55,0.966,0.164156
2026-06-10T22:22:20,127.52,1.8921,207.3,241.28,-123.46,0.8592,0.16421
2026-06-10T22:22:20,123.91,4.8087,495.29,595.86,331.27,0.8312,0.164221
2026-06-10T22:22:20,127.78,1.8943,204.43,242.05,-129.6,0.8446,0.164276
2026-06-10T22:22:20,122.67,4.8265,561.88,592.05,186.6,0.949,0.164288
2026-06-10T22:22:21,127.55,1.9052,207.54,243.01,-126.43,0.854,0.164344
2026-06-10T22:22:21,123.64,4.9325,500.2,609.84,348.86,0.8202,0.164355
2026-06-10T22:22:21,127.82,1.8945,207.01,242.16,-125.64,0.8549,0.164408
2026-06-10T22:22:21,123.63,4.7292,570.77,584.67,126.71,0.9762,0.164421
2026-06-10T22:22:22,127.78,1.934,206.26,247.12,-136.1,0.8347,0.164473
2026-06-10T22:22:22,123.55,4.7668,567.51,588.93,157.42,0.9636,0.164485
2026-06-10T22:22:22,127.75,1.8915,206.98,241.64,-124.68,0.8566,0.164541
2026-06-10T22:22:22,123.36,5.0335,564.53,620.91,258.52,0.9092,0.164553
2026-06-10T22:22:23,127.72,1.8975,202.56,242.35,-133.05,0.8358,0.164606
2026-06-10T22:22:23,123.65,4.7128,493.13,582.74,310.5,0.8462,0.164617
2026-06-10T22:22:24,127.76,1.897,209.12,242.37,-122.52,0.8628,0.164673
2026-06-10T22:22:24,123.72,4.925,569.65,609.34,216.31,0.9349,0.164686
2026-06-10T22:22:24,127.78,1.8987,204.12,242.61,-131.12,0.8414,0.164741
2026-06-10T22:22:24,123.22,5.0388,570.92,620.89,244.05,0.9195,0.164754
2026-06-10T22:22:25,127.57,1.9347,207.91,246.81,-133.0,0.8424,0.164809
2026-06-10T22:22:25,123.7,4.8755,497.33,603.12,341.2,0.8246,0.16482
2026-06-10T22:22:25,127.73,1.8967,205.22,242.25,-128.72,0.8471,0.164874
2026-06-10T22:22:25,123.34,4.834,562.34,596.25,198.21,0.9431,0.164887
2026-06-10T22:22:26,127.67,1.9121,201.79,244.12,-137.39,0.8266,0.164942
2026-06-10T22:22:26,123.66,4.8619,492.0,601.22,345.53,0.8183,0.164953
2026-06-10T22:22:26,127.57,1.8887,207.37,240.94,-122.67,0.8607,0.165006
2026-06-10T22:22:26,123.86,4.6484,507.98,575.75,271.0,0.8823,0.165017
2026-06-10T22:22:27,127.65,1.905,202.59,243.17,-134.49,0.8331,0.165071
2026-06-10T22:22:27,123.57,4.7487,504.61,586.8,299.52,0.8599,0.165083
2026-06-10T22:22:28,127.65,1.9274,208.77,246.03,-130.17,0.8486,0.165136
2026-06-10T22:22:28,123.53,4.7509,570.04,586.87,139.54,0.9713,0.165148
2026-06-10T22:22:28,127.62,1.9041,204.68,243.01,-130.99,0.8423,0.165199
2026-06-10T22:22:28,123.23,4.7086,563.67,580.24,137.69,0.9714,0.165212
2026-06-10T22:22:29,127.84,1.9093,202.13,244.09,-136.84,0.8281,0.165268
2026-06-10T22:22:29,123.64,5.035,562.99,622.54,265.7,0.9043,0.16528
2026-06-10T22:22:29,127.56,1.8826,204.18,240.14,-126.4,0.8503,0.165333
2026-06-10T22:22:29,123.58,4.7195,501.52,583.25,297.75,0.8599,0.165344
2026-06-10T22:22:30,127.61,1.9057,202.31,243.18,-134.93,0.8319,0.165397
2026-06-10T22:22:30,123.58,4.6411,496.28,573.55,287.52,0.8653,0.165408
2026-06-10T22:22:30,127.67,1.9396,210.55,247.63,-130.35,0.8502,0.165463
2026-06-10T22:22:30,124.0,4.7729,504.69,591.84,309.12,0.8528,0.165474
2026-06-10T22:22:31,127.72,1.9448,202.7,248.38,-143.54,0.8161,0.16553
2026-06-10T22:22:31,123.85,4.9035,502.26,607.31,341.41,0.827,0.165541
2026-06-10T22:22:31,127.65,1.9088,202.76,243.66,-135.12,0.8322,0.165595
2026-06-10T22:22:31,123.78,4.6834,495.17,579.7,301.42,0.8542,0.165606
2026-06-10T22:22:32,127.72,1.8865,204.18,240.94,-127.91,0.8474,0.165659
2026-06-10T22:22:32,123.29,4.7617,560.82,587.06,173.57,0.9553,0.165672
2026-06-10T22:22:33,127.63,1.9173,203.13,244.71,-136.47,0.8301,0.165728
2026-06-10T22:22:33,123.98,4.9169,495.27,609.61,355.43,0.8124,0.165739
2026-06-10T22:22:33,127.54,1.8949,205.06,241.68,-127.9,0.8485,0.16579
2026-06-10T22:22:33,123.61,4.5358,506.64,560.66,240.11,0.9037,0.165801
2026-06-10T22:22:34,127.74,1.9111,203.23,244.13,-135.27,0.8325,0.165856
2026-06-10T22:22:34,123.3,4.8505,561.33,598.05,206.34,0.9386,0.165868
2026-06-10T22:22:34,127.59,1.9128,206.14,244.06,-130.67,0.8446,0.165924
2026-06-10T22:22:34,123.52,4.9534,516.37,611.85,328.21,0.8439,0.165936
2026-06-10T22:22:35,127.66,1.9025,204.07,242.88,-131.71,0.8402,0.165989
2026-06-10T22:22:35,123.17,4.7468,560.44,584.65,166.51,0.9586,0.166001
2026-06-10T22:22:35,127.58,1.919,202.94,244.82,-136.94,0.8289,0.166057
2026-06-10T22:22:35,123.91,4.9412,494.41,612.28,361.17,0.8075,0.166068
2026-06-10T22:22:36,127.45,1.8877,204.25,240.58,-127.12,0.849,0.166119
2026-06-10T22:22:36,123.64,4.4753,493.73,553.31,249.78,0.8923,0.16613
2026-06-10T22:22:36,127.62,1.9205,203.19,245.09,-137.06,0.829,0.166185
2026-06-10T22:22:37,123.21,4.8391,560.82,596.25,202.47,0.9406,0.166197
2026-06-10T22:22:37,127.49,1.9145,206.56,244.08,-130.04,0.8463,0.166252
2026-06-10T22:22:37,123.59,4.796,495.27,592.75,325.66,0.8356,0.166263
2026-06-10T22:22:38,127.58,1.9069,202.9,243.29,-134.24,0.834,0.166315
2026-06-10T22:22:38,123.84,4.6173,492.4,571.82,290.73,0.8611,0.166326
2026-06-10T22:22:38,127.66,1.9158,204.6,244.57,-133.99,0.8366,0.166382
2026-06-10T22:22:38,123.24,4.9455,573.11,609.46,207.34,0.9404,0.166395
2026-06-10T22:22:39,127.59,1.8912,203.76,241.3,-129.25,0.8444,0.166447
2026-06-10T22:22:39,123.22,4.7876,561.51,589.94,180.92,0.9518,0.16646
2026-06-10T22:22:39,127.71,1.9232,203.36,245.63,-137.76,0.8279,0.166516
2026-06-10T22:22:39,123.52,5.0451,566.93,623.17,258.73,0.9097,0.166528
2026-06-10T22:22:40,127.48,1.9319,210.4,246.29,-128.02,0.8543,0.166583
2026-06-10T22:22:40,123.66,4.8508,500.98,599.83,329.88,0.8352,0.166594
2026-06-10T22:22:40,127.71,1.9413,203.65,247.93,-141.4,0.8214,0.166649
2026-06-10T22:22:40,123.34,4.8624,560.39,599.7,213.57,0.9344,0.166661
2026-06-10T22:22:41,127.53,1.926,207.46,245.62,-131.49,0.8446,0.166714
2026-06-10T22:22:41,123.62,4.7192,495.58,583.37,307.77,0.8495,0.166725
2026-06-10T22:22:42,127.79,1.9012,203.37,242.95,-132.92,0.8371,0.166781
2026-06-10T22:22:42,123.6,4.9327,563.53,609.7,232.74,0.9243,0.166794
2026-06-10T22:22:42,127.58,1.9208,204.92,245.07,-134.41,0.8362,0.166847
2026-06-10T22:22:42,123.53,4.72,500.72,583.08,298.76,0.8588,0.166858
2026-06-10T22:22:43,127.65,1.9259,210.74,245.84,-126.6,0.8572,0.166914
2026-06-10T22:22:43,123.36,4.9635,568.74,612.3,226.8,0.9289,0.166926
2026-06-10T22:22:43,127.59,1.9469,203.04,248.4,-143.11,0.8174,0.16698
2026-06-10T22:22:43,123.49,4.7677,503.08,588.79,305.93,0.8544,0.166991
2026-06-10T22:22:44,127.65,1.9221,207.86,245.35,-130.34,0.8472,0.167047
2026-06-10T22:22:44,123.23,4.9481,565.64,609.77,227.75,0.9276,0.167059
2026-06-10T22:22:44,127.63,1.9006,203.45,242.57,-132.09,0.8387,0.167112
2026-06-10T22:22:44,123.89,4.7345,494.54,586.57,315.43,0.8431,0.167123
2026-06-10T22:22:45,127.6,1.918,204.88,244.73,-133.86,0.8372,0.167177
2026-06-10T22:22:45,123.96,4.6487,495.12,576.27,294.86,0.8592,0.167188
2026-06-10T22:22:45,127.5,1.9126,209.48,243.86,-124.83,0.859,0.167243
2026-06-10T22:22:45,123.55,4.7904,498.24,591.87,319.47,0.8418,0.167254
2026-06-10T22:22:46,127.75,1.9395,203.98,247.77,-140.65,0.8233,0.167309
2026-06-10T22:22:46,123.25,4.8337,561.15,595.77,200.12,0.9419,0.167321
2026-06-10T22:22:47,127.71,1.9247,209.64,245.8,-128.32,0.8529,0.167373
2026-06-10T22:22:47,123.79,4.7314,541.84,585.72,222.43,0.9251,0.167385
2026-06-10T22:22:47,127.64,1.9082,203.62,243.57,-133.66,0.836,0.167438
2026-06-10T22:22:47,123.61,4.6775,494.92,578.17,298.89,0.856,0.167449
2026-06-10T22:22:48,127.55,1.9264,207.79,245.71,-131.14,0.8457,0.167504
2026-06-10T22:22:48,123.65,4.7867,502.86,591.87,312.14,0.8496,0.167515
2026-06-10T22:22:48,127.69,1.9169,209.55,244.77,-126.51,0.8561,0.167569
2026-06-10T22:22:48,123.49,4.7925,544.27,591.82,232.43,0.9196,0.167581
2026-06-10T22:22:49,127.77,1.9382,206.34,247.65,-136.95,0.8332,0.167635
2026-06-10T22:22:49,123.46,4.9437,578.16,610.32,195.52,0.9473,0.167648
2026-06-10T22:22:49,127.73,1.9231,211.11,245.64,-125.57,0.8595,0.167705
2026-06-10T22:22:49,123.46,5.1456,573.22,635.3,273.91,0.9023,0.167718
2026-06-10T22:22:50,127.82,1.9216,204.83,245.63,-135.56,0.8339,0.16777
2026-06-10T22:22:50,123.4,4.8219,564.9,595.01,186.88,0.9494,0.167783
2026-06-10T22:22:51,127.75,1.9354,208.97,247.24,-132.12,0.8452,0.167836
2026-06-10T22:22:51,123.64,4.8486,553.27,599.49,230.83,0.9229,0.167848
2026-06-10T22:22:51,127.6,1.9202,209.01,245.02,-127.86,0.8531,0.167902
2026-06-10T22:22:51,123.58,4.8289,500.99,596.77,324.26,0.8395,0.167913
2026-06-10T22:22:52,127.75,1.943,207.22,248.21,-136.63,0.8349,0.167971
2026-06-10T22:22:52,123.26,5.1059,575.4,629.37,254.99,0.9143,0.167984
2026-06-10T22:22:52,127.67,1.9241,210.87,245.65,-126.0,0.8584,0.168036
2026-06-10T22:22:52,123.41,4.7888,532.0,591.0,257.39,0.9002,0.168048
2026-06-10T22:22:53,127.55,1.9391,205.19,247.34,-138.1,0.8296,0.168103
2026-06-10T22:22:53,123.6,4.8088,495.59,594.38,328.16,0.8338,0.168114
2026-06-10T22:22:53,127.83,1.9219,209.72,245.68,-127.98,0.8536,0.16817
2026-06-10T22:22:53,123.54,4.9826,586.69,615.54,186.22,0.9531,0.168183
2026-06-10T22:22:54,127.78,1.9219,206.07,245.59,-133.6,0.8391,0.168235
2026-06-10T22:22:54,123.64,4.8296,562.35,597.15,200.86,0.9417,0.168247
2026-06-10T22:22:54,127.67,1.9408,208.9,247.78,-133.26,0.8431,0.168301
2026-06-10T22:22:54,123.29,4.8688,566.85,600.3,197.57,0.9443,0.168313
2026-06-10T22:22:55,127.67,1.9305,210.35,246.46,-128.43,0.8535,0.168368
2026-06-10T22:22:55,123.63,4.874,504.1,602.57,330.12,0.8366,0.168379
2026-06-10T22:22:56,127.76,1.9563,205.03,249.93,-142.93,0.8203,0.168435
2026-06-10T22:22:56,124.05,4.8152,506.1,597.32,317.26,0.8473,0.168446
2026-06-10T22:22:56,127.68,1.9269,212.05,246.02,-124.74,0.8619,0.168499
2026-06-10T22:22:56,123.6,4.7083,506.56,581.93,286.43,0.8705,0.16851
2026-06-10T22:22:57,127.77,1.9333,205.75,247.02,-136.7,0.8329,0.168565
2026-06-10T22:22:57,123.41,4.8558,563.76,599.24,203.13,0.9408,0.168577
2026-06-10T22:22:57,127.71,1.9308,208.57,246.57,-131.53,0.8459,0.168632
2026-06-10T22:22:57,123.9,4.8821,514.76,604.89,317.67,0.851,0.168644
2026-06-10T22:22:58,127.83,1.9216,207.35,245.63,-131.69,0.8441,0.168698
2026-06-10T22:22:58,123.48,4.864,564.66,600.59,204.61,0.9402,0.168711
2026-06-10T22:22:58,127.7,1.9609,209.22,250.4,-137.57,0.8356,0.168763
2026-06-10T22:22:58,123.47,4.8188,565.18,594.97,185.89,0.9499,0.168776
2026-06-10T22:22:59,127.77,1.9364,211.18,247.42,-128.9,0.8536,0.168828
2026-06-10T22:22:59,123.83,4.727,533.45,585.33,240.9,0.9114,0.16884
2026-06-10T22:22:59,127.73,1.9397,203.74,247.76,-140.98,0.8223,0.168896
