ts,vrms,irms,preal,s,q,fp,kwh
2026-06-10T22:51:48,125.94,1.9249,201.83,242.42,-134.3,0.8325,0.553535
2026-06-10T22:51:48,119.14,4.8152,515.16,573.68,252.42,0.898,0.553546
2026-06-10T22:51:48,125.93,1.9572,208.09,246.47,-132.09,0.8443,0.553599
2026-06-10T22:51:48,118.9,4.9043,509.06,583.14,284.46,0.873,0.553611
2026-06-10T22:51:49,126.02,1.9287,202.3,243.06,-134.73,0.8323,0.553663
2026-06-10T22:51:49,118.61,4.8926,560.46,580.31,150.45,0.9658,0.553675
2026-06-10T22:51:49,126.16,1.9408,200.68,244.85,-140.29,0.8196,0.553727
2026-06-10T22:51:49,118.33,5.0224,579.07,594.31,133.73,0.9744,0.55374
2026-06-10T22:51:50,126.08,1.9136,203.98,241.26,-128.84,0.8455,0.553792
2026-06-10T22:51:50,118.76,4.9936,560.68,593.04,193.23,0.9454,0.553804
2026-06-10T22:51:50,126.15,1.9291,199.5,243.35,-139.34,0.8198,0.553857
2026-06-10T22:51:50,119.74,4.9105,506.42,587.97,298.74,0.8613,0.553868
2026-06-10T22:51:51,125.99,1.9298,207.05,243.14,-127.46,0.8516,0.55392
2026-06-10T22:51:51,119.09,4.7971,509.98,571.27,257.42,0.8927,0.553931
2026-06-10T22:51:51,125.96,1.9251,201.8,242.48,-134.43,0.8323,0.553984
2026-06-10T22:51:52,118.73,4.8716,501.41,578.38,288.29,0.8669,0.553995
2026-06-10T22:51:52,126.02,1.9335,202.18,243.67,-136.01,0.8297,0.554048
2026-06-10T22:51:52,118.7,4.8902,525.47,580.47,246.62,0.9053,0.55406
2026-06-10T22:51:53,125.99,1.9161,202.57,241.4,-131.31,0.8391,0.554112
2026-06-10T22:51:53,118.93,4.9597,527.8,589.85,263.36,0.8948,0.554124
2026-06-10T22:51:53,126.08,1.9361,201.46,244.1,-137.84,0.8253,0.554179
2026-06-10T22:51:53,118.57,5.123,534.87,607.41,287.85,0.8806,0.55419
2026-06-10T22:51:54,125.98,1.9264,206.61,242.7,-127.34,0.8513,0.554245
2026-06-10T22:51:54,118.61,5.1464,528.54,610.42,305.38,0.8659,0.554257
2026-06-10T22:51:54,126.15,1.9287,200.76,243.3,-137.44,0.8252,0.554311
2026-06-10T22:51:54,118.94,5.0642,529.86,602.34,286.46,0.8797,0.554322
2026-06-10T22:51:55,126.04,1.9317,201.63,243.48,-136.48,0.8281,0.554378
2026-06-10T22:51:55,118.66,5.2278,525.31,620.36,329.99,0.8468,0.55439
2026-06-10T22:51:55,126.06,1.9129,204.11,241.14,-128.4,0.8464,0.554445
2026-06-10T22:51:55,118.91,5.1282,526.39,609.77,307.79,0.8633,0.554457
2026-06-10T22:51:56,126.07,1.9389,200.81,244.43,-139.36,0.8215,0.554511
2026-06-10T22:51:56,118.75,5.1064,544.68,606.39,266.53,0.8982,0.554523
2026-06-10T22:51:57,125.97,1.9193,203.97,241.77,-129.8,0.8437,0.554575
2026-06-10T22:51:57,119.01,4.8639,504.08,578.84,284.54,0.8708,0.554586
2026-06-10T22:51:57,126.02,1.9316,201.4,243.41,-136.71,0.8274,0.554638
2026-06-10T22:51:57,118.58,4.805,509.36,569.76,255.29,0.894,0.554649
2026-06-10T22:51:58,125.97,1.9326,203.82,243.45,-133.15,0.8372,0.554703
2026-06-10T22:51:58,118.87,4.9659,513.91,590.28,290.39,0.8706,0.554715
2026-06-10T22:51:58,125.96,1.9192,203.28,241.73,-130.81,0.8409,0.554768
2026-06-10T22:51:58,118.53,4.9715,518.01,589.27,280.9,0.8791,0.55478
2026-06-10T22:51:59,126.01,1.9395,202.14,244.4,-137.38,0.8271,0.554835
2026-06-10T22:51:59,118.54,5.1134,525.0,606.12,302.92,0.8662,0.554846
2026-06-10T22:51:59,126.11,1.9144,203.83,241.43,-129.39,0.8443,0.554899
2026-06-10T22:51:59,119.25,5.0157,526.34,598.12,284.1,0.88,0.554911
2026-06-10T22:52:00,126.14,1.9355,200.56,244.15,-139.24,0.8214,0.554964
2026-06-10T22:52:00,118.8,5.0306,536.98,597.61,262.29,0.8985,0.554976
2026-06-10T22:52:00,125.98,1.9331,205.2,243.54,-131.17,0.8426,0.55503
2026-06-10T22:52:00,118.66,5.0763,528.1,602.33,289.68,0.8768,0.555042
2026-06-10T22:52:01,126.09,1.9321,202.16,243.61,-135.93,0.8298,0.555097
2026-06-10T22:52:01,118.81,5.1624,524.48,613.36,318.01,0.8551,0.555108
2026-06-10T22:52:02,126.25,1.9269,201.96,243.27,-135.61,0.8302,0.555163
2026-06-10T22:52:02,118.59,5.2178,587.67,618.77,193.72,0.9497,0.555176
2026-06-10T22:52:02,126.07,1.9072,203.43,240.43,-128.16,0.8461,0.555229
2026-06-10T22:52:02,118.37,5.1406,534.44,608.48,290.9,0.8783,0.555241
2026-06-10T22:52:03,126.05,1.9353,201.24,243.94,-137.87,0.825,0.555296
2026-06-10T22:52:03,118.55,5.1244,526.67,607.51,302.8,0.8669,0.555307
2026-06-10T22:52:03,126.02,1.9386,207.05,244.31,-129.68,0.8475,0.555362
2026-06-10T22:52:03,118.65,5.1737,543.24,613.86,285.86,0.885,0.555374
2026-06-10T22:52:04,126.08,1.9395,200.97,244.54,-139.32,0.8218,0.555428
2026-06-10T22:52:04,118.63,5.1236,527.27,607.79,302.32,0.8675,0.55544
2026-06-10T22:52:04,126.12,1.9272,203.14,243.05,-133.45,0.8358,0.555494
2026-06-10T22:52:04,119.26,5.0577,527.72,603.18,292.13,0.8749,0.555505
2026-06-10T22:52:05,126.04,1.9051,200.68,240.12,-131.84,0.8358,0.555559
2026-06-10T22:52:05,118.93,4.9591,503.69,589.8,306.86,0.854,0.55557
2026-06-10T22:52:06,125.99,1.9274,201.3,242.84,-135.83,0.8289,0.555623
2026-06-10T22:52:06,118.78,4.9073,516.08,582.9,270.98,0.8854,0.555635
2026-06-10T22:52:06,125.91,1.9326,207.22,243.33,-127.56,0.8516,0.555689
2026-06-10T22:52:06,118.56,5.0272,507.73,596.04,312.2,0.8518,0.555701
2026-06-10T22:52:07,126.02,1.9428,201.53,244.83,-139.02,0.8232,0.555753
2026-06-10T22:52:07,118.78,4.8509,511.36,576.2,265.54,0.8875,0.555764
2026-06-10T22:52:07,125.84,1.9314,203.87,243.05,-132.33,0.8388,0.555817
2026-06-10T22:52:07,118.55,4.8467,517.06,574.59,250.62,0.8999,0.555828
2026-06-10T22:52:08,126.05,1.9103,201.38,240.8,-132.03,0.8363,0.55588
2026-06-10T22:52:08,118.38,4.9359,544.1,584.32,213.03,0.9312,0.555892
2026-06-10T22:52:08,126.0,1.9286,201.35,243.0,-136.03,0.8286,0.555949
2026-06-10T22:52:08,119.3,5.2185,516.7,622.55,347.26,0.83,0.55596
2026-06-10T22:52:09,125.97,1.9156,205.63,241.31,-126.28,0.8521,0.556014
2026-06-10T22:52:09,118.74,5.0661,530.98,601.52,282.65,0.8827,0.556026
2026-06-10T22:52:09,125.94,1.9415,200.31,244.51,-140.22,0.8192,0.556081
2026-06-10T22:52:09,118.63,5.1257,518.39,608.04,317.78,0.8526,0.556092
2026-06-10T22:52:10,126.11,1.9335,205.26,243.83,-131.61,0.8418,0.556148
2026-06-10T22:52:10,118.54,5.3039,594.4,628.75,204.98,0.9454,0.556162
2026-06-10T22:52:11,126.12,1.909,200.81,240.76,-132.82,0.8341,0.556215
2026-06-10T22:52:11,118.64,5.2783,582.3,626.22,230.39,0.9299,0.556228
2026-06-10T22:52:11,125.88,1.943,205.13,244.58,-133.21,0.8387,0.556282
2026-06-10T22:52:11,118.45,5.1532,530.51,610.4,301.91,0.8691,0.556294
2026-06-10T22:52:12,126.0,1.922,207.86,242.17,-124.26,0.8583,0.556347
2026-06-10T22:52:12,118.72,5.0639,532.94,601.2,278.23,0.8865,0.556359
2026-06-10T22:52:12,125.98,1.9468,200.31,245.26,-141.53,0.8167,0.556413
2026-06-10T22:52:12,118.8,5.0584,524.31,600.94,293.64,0.8725,0.556424
2026-06-10T22:52:13,125.92,1.9223,206.14,242.06,-126.87,0.8516,0.556479
2026-06-10T22:52:13,118.51,5.0646,525.06,600.21,290.8,0.8748,0.55649
2026-06-10T22:52:13,126.04,1.9195,200.76,241.93,-135.01,0.8298,0.556543
2026-06-10T22:52:13,119.26,4.9261,512.19,587.51,287.8,0.8718,0.556554
2026-06-10T22:52:14,125.99,1.933,204.29,243.53,-132.57,0.8389,0.556608
2026-06-10T22:52:14,118.98,4.9307,515.96,586.64,279.15,0.8795,0.556619
2026-06-10T22:52:14,125.86,1.9133,206.31,240.8,-124.18,0.8568,0.556674
2026-06-10T22:52:15,118.66,5.0341,507.82,597.33,314.53,0.8501,0.556685
2026-06-10T22:52:15,125.89,1.9454,202.93,244.92,-137.12,0.8286,0.556738
2026-06-10T22:52:15,118.73,4.8612,514.17,577.18,262.24,0.8908,0.556749
2026-06-10T22:52:16,126.15,1.9195,206.66,242.15,-126.22,0.8534,0.556802
2026-06-10T22:52:16,118.61,4.9685,576.61,589.3,121.65,0.9785,0.556815
2026-06-10T22:52:16,126.01,1.9306,201.38,243.27,-136.47,0.8278,0.556867
2026-06-10T22:52:16,118.45,5.0494,556.98,598.13,218.02,0.9312,0.556879
2026-06-10T22:52:17,125.91,1.9262,205.48,242.52,-128.83,0.8472,0.556933
2026-06-10T22:52:17,118.69,5.0171,504.38,595.47,316.53,0.847,0.556944
2026-06-10T22:52:17,126.11,1.9159,203.61,241.62,-130.09,0.8427,0.556996
2026-06-10T22:52:17,119.19,4.8238,524.76,574.93,234.9,0.9127,0.557008
2026-06-10T22:52:18,126.15,1.9434,205.51,245.15,-133.67,0.8383,0.55706
2026-06-10T22:52:18,118.67,4.93,562.69,585.03,160.12,0.9618,0.557073
2026-06-10T22:52:18,126.12,1.9269,206.65,243.02,-127.9,0.8503,0.557125
2026-06-10T22:52:18,118.96,4.8995,508.44,582.85,284.98,0.8723,0.557136
2026-06-10T22:52:19,126.08,1.9586,204.92,246.94,-137.8,0.8298,0.55719
2026-06-10T22:52:19,118.51,5.0023,563.45,592.81,184.26,0.9505,0.557202
2026-06-10T22:52:20,125.94,1.9328,207.08,243.43,-127.97,0.8507,0.557256
2026-06-10T22:52:20,118.98,5.0254,508.46,597.93,314.62,0.8504,0.557267
2026-06-10T22:52:20,125.96,1.937,201.97,243.99,-136.89,0.8278,0.557321
2026-06-10T22:52:20,118.37,4.9995,553.04,591.81,210.69,0.9345,0.557333
2026-06-10T22:52:21,125.86,1.9321,205.4,243.17,-130.16,0.8447,0.557385
2026-06-10T22:52:21,118.55,4.9332,518.86,584.82,269.8,0.8872,0.557397
2026-06-10T22:52:21,125.91,1.9247,204.89,242.33,-129.4,0.8455,0.557449
2026-06-10T22:52:21,118.48,4.9072,527.98,581.42,243.49,0.9081,0.557461
2026-06-10T22:52:22,125.81,1.9605,205.4,246.65,-136.56,0.8328,0.557516
2026-06-10T22:52:22,118.38,5.1548,535.99,610.23,291.71,0.8783,0.557527
2026-06-10T22:52:22,126.04,1.9348,207.56,243.86,-128.01,0.8511,0.557581
2026-06-10T22:52:22,119.4,5.0583,533.78,603.97,282.58,0.8838,0.557593
2026-06-10T22:52:23,125.99,1.9444,201.79,244.98,-138.91,0.8237,0.557648
2026-06-10T22:52:23,118.94,5.1538,527.94,612.97,311.48,0.8613,0.557659
2026-06-10T22:52:23,125.89,1.9266,205.94,242.54,-128.1,0.8491,0.557717
2026-06-10T22:52:24,118.57,5.3307,528.97,632.08,345.99,0.8369,0.557728
2026-06-10T22:52:24,125.88,1.9248,202.24,242.3,-133.45,0.8347,0.557783
2026-06-10T22:52:24,118.54,5.1249,522.92,607.49,309.18,0.8608,0.557795
2026-06-10T22:52:25,125.84,1.9598,205.78,246.62,-135.92,0.8344,0.557849
2026-06-10T22:52:25,118.61,5.082,541.13,602.79,265.58,0.8977,0.557861
2026-06-10T22:52:25,125.96,1.9301,206.85,243.11,-127.74,0.8508,0.557915
2026-06-10T22:52:25,118.33,5.1269,538.97,606.68,278.53,0.8884,0.557927
2026-06-10T22:52:26,125.89,1.9393,200.76,244.15,-138.93,0.8223,0.557981
2026-06-10T22:52:26,118.4,5.1311,545.33,607.53,267.79,0.8976,0.557993
2026-06-10T22:52:26,125.97,1.926,207.99,242.62,-124.91,0.8573,0.558045
2026-06-10T22:52:26,119.12,4.8981,514.33,583.44,275.44,0.8815,0.558057
2026-06-10T22:52:27,125.88,1.9366,202.16,243.78,-136.23,0.8293,0.558109
2026-06-10T22:52:27,118.64,4.8476,512.46,575.13,261.08,0.891,0.55812
2026-06-10T22:52:27,125.88,1.9566,207.6,246.29,-132.53,0.8429,0.558173
2026-06-10T22:52:27,118.62,4.9649,522.35,588.92,272.0,0.887,0.558185
2026-06-10T22:52:28,126.0,1.9323,204.42,243.47,-132.24,0.8396,0.558238
2026-06-10T22:52:28,118.8,4.9999,524.39,593.99,278.98,0.8828,0.55825
2026-06-10T22:52:29,125.97,1.9358,201.15,243.84,-137.83,0.8249,0.558304
2026-06-10T22:52:29,118.76,5.0973,526.16,605.33,299.31,0.8692,0.558316
2026-06-10T22:52:29,125.91,1.9204,207.42,241.79,-124.25,0.8579,0.558368
2026-06-10T22:52:29,118.41,4.9567,523.56,586.94,265.3,0.892,0.55838
2026-06-10T22:52:30,126.05,1.9423,201.28,244.81,-139.35,0.8222,0.558433
2026-06-10T22:52:30,118.29,5.0348,575.05,595.55,154.93,0.9656,0.558446
2026-06-10T22:52:30,125.89,1.9468,206.97,245.09,-131.26,0.8445,0.558498
2026-06-10T22:52:30,118.45,5.02,527.82,594.61,273.8,0.8877,0.55851
2026-06-10T22:52:31,125.94,1.9274,202.32,242.73,-134.1,0.8335,0.558563
2026-06-10T22:52:31,118.52,4.9423,525.26,585.78,259.3,0.8967,0.558574
2026-06-10T22:52:31,126.08,1.9324,202.44,243.63,-135.56,0.8309,0.558628
2026-06-10T22:52:31,118.96,5.1051,590.49,607.33,141.99,0.9723,0.558641
2026-06-10T22:52:32,126.14,1.9193,206.31,242.1,-126.67,0.8522,0.558693
2026-06-10T22:52:32,118.94,5.0336,527.99,598.7,282.26,0.8819,0.558705
2026-06-10T22:52:32,126.03,1.9382,201.68,244.28,-137.83,0.8256,0.558759
2026-06-10T22:52:32,118.81,5.0288,514.33,597.47,304.04,0.8608,0.55877
2026-06-10T22:52:33,126.0,1.9346,207.28,243.76,-128.28,0.8503,0.558822
2026-06-10T22:52:33,119.02,4.7985,507.57,571.13,261.84,0.8887,0.558834
2026-06-10T22:52:34,126.14,1.9357,202.47,244.18,-136.49,0.8292,0.558887
2026-06-10T22:52:34,119.22,4.8655,504.59,580.04,286.07,0.8699,0.558898
2026-06-10T22:52:34,126.0,1.93,201.17,243.19,-136.65,0.8272,0.55895
2026-06-10T22:52:34,118.77,4.822,514.43,572.72,251.72,0.8982,0.558961
2026-06-10T22:52:35,126.0,1.9126,204.32,240.99,-127.78,0.8478,0.559015
2026-06-10T22:52:35,118.8,4.8877,503.38,580.66,289.45,0.8669,0.559026
2026-06-10T22:52:35,126.05,1.9376,200.42,244.23,-139.58,0.8206,0.559078
2026-06-10T22:52:35,119.06,4.8096,523.73,572.65,231.59,0.9146,0.559089
2026-06-10T22:52:36,126.05,1.9289,207.52,243.14,-126.7,0.8535,0.559141
2026-06-10T22:52:36,118.9,4.8239,508.86,573.56,264.63,0.8872,0.559153
2026-06-10T22:52:36,126.02,1.9485,201.41,245.54,-140.45,0.8203,0.559205
2026-06-10T22:52:36,119.15,4.8635,501.0,579.49,291.23,0.8645,0.559217
2026-06-10T22:52:37,126.04,1.9372,203.16,244.16,-135.42,0.8321,0.559269
2026-06-10T22:52:37,119.14,4.8084,506.34,572.86,267.94,0.8839,0.55928
2026-06-10T22:52:38,126.26,1.9169,201.32,242.02,-134.34,0.8318,0.559332
2026-06-10T22:52:38,118.72,4.9058,565.32,582.44,140.16,0.9706,0.559345
2026-06-10T22:52:38,125.98,1.9341,202.9,243.67,-134.93,0.8327,0.559397
2026-06-10T22:52:38,118.7,4.9028,513.46,581.94,273.87,0.8823,0.559408
2026-06-10T22:52:39,126.1,1.9152,204.78,241.51,-128.03,0.8479,0.55946
2026-06-10T22:52:39,118.71,4.82,506.73,572.19,265.75,0.8856,0.559472
2026-06-10T22:52:39,126.02,1.9375,200.43,244.15,-139.42,0.8209,0.559523
2026-06-10T22:52:39,118.6,4.7983,509.55,569.1,253.43,0.8954,0.559535
2026-06-10T22:52:40,125.89,1.9413,205.74,244.4,-131.92,0.8418,0.559589
2026-06-10T22:52:40,118.51,4.952,502.61,586.87,302.98,0.8564,0.5596
2026-06-10T22:52:40,126.08,1.932,201.2,243.59,-137.3,0.826,0.559652
2026-06-10T22:52:40,119.51,4.7949,505.61,573.02,269.64,0.8824,0.559663
2026-06-10T22:52:41,125.98,1.9362,203.15,243.91,-134.99,0.8329,0.559715
2026-06-10T22:52:41,119.12,4.7885,506.79,570.42,261.8,0.8885,0.559726
2026-06-10T22:52:41,125.95,1.9069,201.86,240.18,-130.14,0.8405,0.55978
2026-06-10T22:52:42,118.75,4.9478,504.13,587.56,301.78,0.858,0.559792
2026-06-10T22:52:42,126.01,1.9407,201.72,244.54,-138.24,0.8249,0.559845
2026-06-10T22:52:42,118.78,4.9261,518.51,585.14,271.18,0.8861,0.559857
2026-06-10T22:52:43,126.08,1.9399,206.11,244.57,-131.65,0.8427,0.559914
2026-06-10T22:52:43,118.75,5.2719,577.9,626.04,240.74,0.9231,0.559927
2026-06-10T22:52:43,126.01,1.9476,200.74,245.42,-141.2,0.8179,0.559978
2026-06-10T22:52:43,118.75,4.9039,507.83,582.33,285.0,0.8721,0.55999
2026-06-10T22:52:44,125.89,1.9408,204.19,244.33,-134.17,0.8357,0.560043
2026-06-10T22:52:44,118.95,4.8632,504.09,578.47,283.76,0.8714,0.560054
2026-06-10T22:52:44,126.2,1.9105,201.59,241.11,-132.26,0.8361,0.560107
2026-06-10T22:52:44,119.02,4.9453,527.09,588.56,261.88,0.8956,0.560119
2026-06-10T22:52:45,126.01,1.9331,201.85,243.58,-136.34,0.8287,0.560172
2026-06-10T22:52:45,118.83,5.0164,525.31,596.07,281.7,0.8813,0.560184
2026-06-10T22:52:45,126.19,1.9477,207.79,245.78,-131.27,0.8454,0.560238
2026-06-10T22:52:45,119.22,5.1736,590.58,616.8,177.91,0.9575,0.560251
2026-06-10T22:52:46,126.08,1.9602,201.63,247.14,-142.91,0.8159,0.560305
2026-06-10T22:52:46,119.1,5.1935,529.72,618.53,319.34,0.8564,0.560317
2026-06-10T22:52:47,126.03,1.9408,204.64,244.61,-134.01,0.8366,0.560372
2026-06-10T22:52:47,118.84,5.1519,528.99,612.26,308.27,0.864,0.560383
2026-06-10T22:52:47,126.18,1.9149,201.18,241.63,-133.83,0.8326,0.560437
2026-06-10T22:52:47,118.34,5.115,576.44,605.32,184.75,0.9523,0.56045
2026-06-10T22:52:48,125.99,1.932,202.81,243.42,-134.62,0.8332,0.560504
2026-06-10T22:52:48,118.97,5.1131,513.53,608.29,326.04,0.8442,0.560515
2026-06-10T22:52:48,125.99,1.9278,205.64,242.88,-129.24,0.8467,0.560567
2026-06-10T22:52:48,118.61,4.8691,517.44,577.52,256.5,0.896,0.560579
2026-06-10T22:52:49,126.09,1.9475,201.58,245.57,-140.24,0.8209,0.560633
2026-06-10T22:52:49,118.37,5.0614,553.46,599.1,229.36,0.9238,0.560646
2026-06-10T22:52:49,126.06,1.9442,206.49,245.08,-132.01,0.8425,0.5607
2026-06-10T22:52:49,119.25,5.151,533.49,614.27,304.5,0.8685,0.560712
2026-06-10T22:52:50,126.11,1.9243,201.34,242.68,-135.48,0.8296,0.560765
2026-06-10T22:52:50,118.96,4.9392,521.99,587.57,269.76,0.8884,0.560776
2026-06-10T22:52:50,125.96,1.9344,204.84,243.66,-131.95,0.8407,0.560829
2026-06-10T22:52:50,118.93,4.914,516.45,584.41,273.52,0.8837,0.56084
2026-06-10T22:52:51,126.14,1.8683,163.01,235.68,-170.21,0.6917,0.560893
2026-06-10T22:52:51,118.84,4.9337,481.07,586.33,335.19,0.8205,0.560904
2026-06-10T22:52:52,126.3,1.6552,159.78,209.05,-134.8,0.7643,0.560951
2026-06-10T22:52:52,118.99,4.6292,495.79,550.84,240.05,0.9001,0.560962
2026-06-10T22:52:52,126.05,1.7374,198.16,219.01,-93.25,0.9048,0.561012
2026-06-10T22:52:52,118.62,4.8434,516.98,574.54,250.66,0.8998,0.561024
2026-06-10T22:52:53,126.32,1.8659,191.23,235.71,-137.8,0.8113,0.561077
2026-06-10T22:52:53,118.3,5.105,581.43,603.9,163.19,0.9628,0.56109
2026-06-10T22:52:53,126.16,1.8752,195.89,236.57,-132.64,0.828,0.561142
2026-06-10T22:52:53,118.82,5.0347,523.51,598.21,289.47,0.8751,0.561153
2026-06-10T22:52:54,126.16,1.856,195.38,234.16,-129.08,0.8344,0.561205
2026-06-10T22:52:54,118.76,4.8491,500.78,575.86,284.32,0.8696,0.561216
2026-06-10T22:52:54,126.4,1.8705,193.18,236.44,-136.33,0.817,0.561266
2026-06-10T22:52:54,119.41,4.8407,569.78,578.02,97.28,0.9857,0.561279
2026-06-10T22:52:55,126.12,1.8459,193.39,232.8,-129.59,0.8307,0.561329
2026-06-10T22:52:55,119.44,4.8088,499.07,574.35,284.26,0.8689,0.56134
2026-06-10T22:52:56,126.22,1.8593,190.07,234.67,-137.63,0.8099,0.561391
2026-06-10T22:52:56,119.07,4.7363,507.2,563.93,246.5,0.8994,0.561402
2026-06-10T22:52:56,126.1,1.8577,194.78,234.24,-130.11,0.8315,0.561454
2026-06-10T22:52:56,118.92,4.8498,497.6,576.72,291.55,0.8628,0.561465
2026-06-10T22:52:57,126.32,1.847,191.62,233.31,-133.09,0.8213,0.561516
2026-06-10T22:52:57,118.9,4.8344,564.61,574.81,107.81,0.9823,0.561528
2026-06-10T22:52:57,126.14,1.8627,193.98,234.97,-132.59,0.8256,0.561578
2026-06-10T22:52:57,118.86,4.8499,520.22,576.48,248.38,0.9024,0.56159
2026-06-10T22:52:58,125.85,1.8516,194.04,233.02,-129.03,0.8327,0.561637
2026-06-10T22:52:58,119.53,4.3362,374.44,518.3,358.37,0.7224,0.561645
2026-06-10T22:52:58,126.08,1.878,190.86,236.77,-140.12,0.8061,0.561687
2026-06-10T22:52:58,119.91,3.9443,444.06,472.95,162.75,0.9389,0.561697
2026-06-10T22:52:59,125.88,1.8533,193.95,233.29,-129.65,0.8314,0.561739
2026-06-10T22:52:59,119.72,3.9206,374.52,469.39,282.94,0.7979,0.561747
2026-06-10T22:52:59,126.03,1.8552,190.17,233.82,-136.03,0.8133,0.561789
2026-06-10T22:52:59,120.02,3.8122,363.51,457.56,277.88,0.7945,0.561797
2026-06-10T22:53:00,125.88,1.8606,195.47,234.21,-129.02,0.8346,0.561839
2026-06-10T22:53:00,119.73,3.8508,375.25,461.06,267.89,0.8139,0.561848
2026-06-10T22:53:01,125.93,1.8503,192.16,233.0,-131.76,0.8247,0.561891
2026-06-10T22:53:01,119.88,3.9402,373.54,472.33,289.08,0.7908,0.561899
2026-06-10T22:53:01,125.83,1.8952,194.11,238.48,-138.55,0.8139,0.561942
2026-06-10T22:53:01,119.55,3.8779,374.09,463.58,273.8,0.807,0.56195
2026-06-10T22:53:02,125.82,1.865,196.93,234.66,-127.6,0.8392,0.561992
2026-06-10T22:53:02,119.64,3.7608,354.28,449.94,277.37,0.7874,0.561999
2026-06-10T22:53:02,125.89,1.8612,188.77,234.3,-138.79,0.8057,0.56204
2026-06-10T22:53:02,119.62,3.6202,356.79,433.04,245.41,0.8239,0.562048
2026-06-10T22:53:03,125.77,1.8477,194.75,232.38,-126.79,0.8381,0.562088
2026-06-10T22:53:03,119.64,3.6243,352.07,433.63,253.13,0.8119,0.562096
2026-06-10T22:53:03,126.01,1.8516,190.43,233.31,-134.79,0.8162,0.562138
2026-06-10T22:53:03,120.28,3.7595,372.98,452.19,255.67,0.8248,0.562146
2026-06-10T22:53:04,125.91,1.8871,195.15,237.61,-135.54,0.8213,0.562189
2026-06-10T22:53:04,119.84,3.861,380.43,462.69,263.35,0.8222,0.562197
2026-06-10T22:53:04,125.93,1.8579,192.65,233.96,-132.74,0.8235,0.562238
2026-06-10T22:53:05,119.25,3.8716,422.87,461.7,185.33,0.9159,0.562248
2026-06-10T22:53:05,125.83,1.8651,188.85,234.68,-139.32,0.8047,0.562289
2026-06-10T22:53:05,119.8,3.8464,366.79,460.78,278.89,0.796,0.562298
2026-06-10T22:53:06,125.88,1.8405,194.3,231.69,-126.2,0.8386,0.562339
2026-06-10T22:53:06,120.16,3.6946,357.45,443.94,263.27,0.8052,0.562347
2026-06-10T22:53:06,125.8,1.8502,188.64,232.76,-136.35,0.8105,0.562388
2026-06-10T22:53:06,119.57,3.6866,364.7,440.8,247.59,0.8274,0.562396
2026-06-10T22:53:07,126.54,1.877,196.2,237.51,-133.85,0.8261,0.562437
2026-06-10T22:53:07,117.66,3.8301,420.61,450.66,161.8,0.9333,0.562446
2026-06-10T22:53:07,126.05,1.8525,190.82,233.51,-134.59,0.8172,0.562488
2026-06-10T22:53:07,119.7,3.8971,392.1,466.49,252.73,0.8405,0.562496
2026-06-10T22:53:08,125.94,1.8704,189.21,235.55,-140.29,0.8033,0.562538
2026-06-10T22:53:08,119.14,3.8808,391.52,462.36,245.94,0.8468,0.562547
2026-06-10T22:53:08,125.98,1.8496,195.1,233.0,-127.38,0.8373,0.562588
2026-06-10T22:53:08,119.64,3.771,366.73,451.18,262.82,0.8128,0.562596
2026-06-10T22:53:09,125.92,1.8651,187.78,234.85,-141.04,0.7996,0.562639
2026-06-10T22:53:09,119.71,3.7861,351.0,453.25,286.77,0.7744,0.562646
2026-06-10T22:53:10,125.93,1.8713,197.1,235.65,-129.15,0.8364,0.562689
2026-06-10T22:53:10,119.68,3.7234,351.62,445.62,273.75,0.7891,0.562697
2026-06-10T22:53:10,125.84,1.8601,188.45,234.07,-138.84,0.8051,0.562737
2026-06-10T22:53:10,119.4,3.599,345.18,429.71,255.94,0.8033,0.562745
2026-06-10T22:53:11,125.85,1.8538,189.13,233.31,-136.61,0.8106,0.562785
2026-06-10T22:53:11,119.39,3.6219,355.3,432.41,246.47,0.8217,0.562793
2026-06-10T22:53:11,125.96,1.8331,190.98,230.9,-129.78,0.8271,0.562835
2026-06-10T22:53:11,119.29,3.8115,373.98,454.66,258.57,0.8225,0.562843
2026-06-10T22:53:12,125.97,1.8548,188.24,233.64,-138.39,0.8057,0.562885
2026-06-10T22:53:12,119.32,3.8331,363.15,457.35,278.02,0.794,0.562893
2026-06-10T22:53:12,126.07,1.8557,194.2,233.96,-130.48,0.83,0.562935
2026-06-10T22:53:12,120.05,3.7832,371.08,454.17,261.87,0.817,0.562943
2026-06-10T22:53:13,125.97,1.8651,190.31,234.95,-137.78,0.81,0.562987
2026-06-10T22:53:13,119.67,3.8898,348.09,465.49,309.05,0.7478,0.562995
2026-06-10T22:53:13,125.92,1.8727,189.79,235.81,-139.95,0.8048,0.563036
2026-06-10T22:53:13,119.56,3.6354,350.43,434.65,257.13,0.8062,0.563043
2026-06-10T22:53:14,125.85,1.8387,188.44,231.4,-134.29,0.8144,0.563084
2026-06-10T22:53:14,119.46,3.5853,342.34,428.29,257.36,0.7993,0.563091
2026-06-10T22:53:15,125.92,1.8683,188.59,235.27,-140.66,0.8016,0.563132
2026-06-10T22:53:15,119.71,3.6211,347.87,433.5,258.67,0.8025,0.56314
2026-06-10T22:53:15,125.92,1.8352,191.0,231.08,-130.07,0.8265,0.563181
2026-06-10T22:53:15,119.38,3.624,358.31,432.62,242.44,0.8282,0.563189
2026-06-10T22:53:16,125.86,1.8577,189.03,233.81,-137.6,0.8085,0.563229
